Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-01-03 00:00:00-05:00,46.85376189302241,47.270179194501424,45.85567656584801,46.23739242553711,456600,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,46.64720881134573,46.85707030133052,46.03580146974332,46.58772277832031,218400,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,46.21260520053244,46.21260520053244,45.56153811065414,45.60449981689453,193800,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,46.04240533438784,47.03718510379244,45.371508229946066,46.88185501098633,237600,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,47.33132370005479,48.29635665159398,47.33132370005479,47.478389739990234,285000,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,47.19581866389243,47.89480972290039,47.19581866389243,47.89480972290039,114600,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,48.017089047429124,48.844968980136045,48.017089047429124,48.8416633605957,466800,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,49.0730088378593,49.3423601048095,48.25008731303682,49.20024871826172,258600,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,48.64502581180845,49.54065969449601,48.64502581180845,49.494388580322266,132600,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,49.49933597051391,49.77529843754095,49.253120293728195,49.55386734008789,283200,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,49.894278120651684,50.17023682690285,48.94081115722656,48.94081115722656,330600,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,48.542564848288755,48.835051637282284,48.253383678546776,48.45167922973633,160200,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,48.89123767652668,49.99838189097988,48.89123767652668,49.99342346191406,231600,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,50.242950289502886,51.30878572525449,50.090925821022786,51.204681396484375,680400,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,51.13031643184222,51.20302493223979,50.72711784232476,50.9039306640625,189000,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,50.01655987726362,50.836179516967725,49.542305607138296,50.77338409423828,168600,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,51.383144305958105,51.665714263916016,50.791563215702716,51.665714263916016,382200,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,51.325304140609774,52.359743634242484,51.325304140609774,52.08543395996094,140400,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,51.44593405042735,51.680583862566216,50.994815333081334,51.01959991455078,139200,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,51.02952306611345,51.870621773547946,51.02952306611345,51.86896896362305,247200,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,51.797908732327116,53.55447109356556,51.62605433691519,53.15623092651367,358800,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,54.64344501228006,55.71754071556098,54.49637519118813,55.32094955444336,255600,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,53.84861754076419,55.24494319025103,53.78747491767013,54.11301040649414,220200,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,53.440458175011756,53.88827132650078,53.25538128583883,53.42558288574219,226800,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,53.433846944090035,54.79547109006115,53.314871105130074,54.615352630615234,220800,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,54.29973103027758,54.43688398863459,53.48176414527321,53.52638244628906,71400,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,54.20885229031612,54.20885229031612,52.832356537967144,53.02899932861328,81600,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,52.55309037823575,52.90836888097445,52.22920770081492,52.51508331298828,340200,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,52.79103581589262,53.35782854319552,52.706761427635904,53.318172454833984,60000,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,53.11987851365166,53.873397166061025,52.718328930972184,53.67014694213867,191400,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,53.31982566290746,54.10804957735218,53.31982566290746,54.10474395751953,83400,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,53.26033667201392,53.835389679176004,53.058735477346886,53.081871032714844,170400,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,52.77616596029329,52.77616596029329,51.91027893146208,52.39610290527344,91800,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,51.64093067150157,52.01769191098646,51.12040900725313,51.15345764160156,169800,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,51.25095310561715,51.49551603684821,50.948553170513875,51.161720275878906,212400,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,52.01768882803187,52.04743184074791,51.07744048606742,51.80121612548828,162600,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,50.90558261187169,50.98489856776119,50.575088746174444,50.935325622558594,226200,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,51.41123982076534,51.43933380779021,51.029523929477534,51.11049270629883,186000,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,50.9749869617432,51.58969982076542,50.9749869617432,51.19145965576172,866400,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,51.13692668087681,51.33356943365915,50.69902287721679,50.82130432128906,79200,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,50.60318045661432,51.421147253327106,50.494117712762865,51.38975143432617,63600,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,51.66737230721444,52.5167350769043,51.66737230721444,52.5167350769043,1228800,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,52.79764946367009,53.32808796421014,52.54151688546826,52.5811767578125,394200,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,52.56300049743934,52.812521840303276,51.887144975285246,51.954898834228516,76200,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,52.027605836911114,52.44237414731305,51.835921485259874,52.3779296875,99000,0.0,0.0,0.0
2023-03-09 00:00:00-05:00,52.37956960609202,52.97610526155863,51.4244499206543,51.4244499206543,104400,0.0,0.0,0.0
