Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-01-03 00:00:00-05:00,49.93402905250755,50.324361635813545,49.20096471181867,49.43897247314453,14900,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,49.972111325509914,50.552847214362934,49.91498815519361,50.305320739746094,15600,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,49.89595032417935,50.04827515649367,49.47705794324257,49.93403244018555,20600,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,50.429085072260364,51.20022788610425,50.381480615155276,51.06694412231445,26400,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,51.381113145371906,51.61912089033774,51.028859067991284,51.09550094604492,34900,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,50.93365705892959,51.6762400557724,50.93365705892959,51.66672134399414,20800,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,51.98089002223077,52.36170386667237,51.98089002223077,52.3426628112793,90800,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,52.57116164360863,53.08525570820954,52.56163929828213,53.037654876708984,27900,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,52.65683878016956,53.332779955307515,52.65683878016956,53.24709701538086,36400,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,53.180454234620875,53.3137379985436,53.028129414179155,53.10429000854492,18700,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,53.31373094552072,53.45653703466582,52.295058162634156,52.3045768737793,14000,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,51.9808865914831,51.9808865914831,51.371587385958364,51.84760284423828,26100,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,51.74288664116088,52.790122985839844,51.74288664116088,52.790122985839844,12900,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,52.999567641946925,53.63743034394558,52.67588056630947,53.504146575927734,10700,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,53.21853534488814,53.48510286771079,53.009087358835984,53.266136169433594,15300,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,52.932923004898626,53.466061680951796,52.666355482727106,53.45654296875,18100,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,53.35181767381289,53.80879211425781,53.2185339159802,53.80879211425781,12200,0.0,0.0,0.0
