Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-01-03 00:00:00-05:00,94.94745254187852,95.40230340641541,94.38614690549412,94.85067749023438,292300,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,95.6829503329718,95.6829503329718,94.63776211926057,94.89905548095703,10600,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,93.82484060040872,94.27001912503258,93.62161077836552,93.9603271484375,7200,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,93.96032453455506,95.86682325751872,93.17643704512929,95.68295288085938,39400,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,96.67007404356374,96.90233564535231,95.77973175048828,95.77973175048828,41200,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,95.10228546888433,95.80875733228031,94.89905565752836,95.208740234375,12700,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,95.29585285230175,95.83779907226562,95.06359124138345,95.83779907226562,14300,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,94.84099849825746,96.47652420241523,94.84099849825746,96.36038970947266,11300,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,96.20554537571988,96.805555094883,95.88618107673531,96.48619079589844,22100,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,98.41205541200367,98.41205541200367,97.45396245190577,97.59912872314453,146400,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,98.72173799949837,98.72173799949837,97.38621719147893,97.3958969116211,1700,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,97.35718154132283,97.40557275664534,96.45715957394899,97.26040649414062,12300,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,96.85395077715066,97.72494100388933,96.7281365656165,97.62815856933594,20200,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,97.26040117138483,97.85073852539062,97.26040117138483,97.85073852539062,4400,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,96.93136985702857,97.39589303688828,96.93136985702857,97.26040649414062,11300,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,95.25714130472619,95.98296529900679,94.86035397712365,95.79908752441406,8800,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,95.61521149633424,95.80876159667969,95.19907213547478,95.80876159667969,3500,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,95.1022934382544,95.90554041482608,94.91842305074118,95.67327880859375,11600,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,96.05071254813835,96.05071254813835,95.49908658501404,95.81845092773438,3900,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,95.48940128729005,96.25393676757812,95.47004922982983,96.25393676757812,3400,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,97.41524930021144,98.54753282059741,96.63135446162973,98.17010498046875,11400,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,97.6862299183503,98.13140106201172,97.62815898068098,98.13140106201172,12200,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,97.79267906216381,98.77011662454532,97.72493579166743,98.14107513427734,12900,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,97.43461054413069,97.74429514429885,97.36686726857712,97.71526336669922,7400,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,97.3765473445386,98.56689453125,97.01847152475456,98.56689453125,13500,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,99.09916666212976,99.09916666212976,98.40237447556555,98.75077056884766,8700,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,99.24432542493837,99.24432542493837,98.72173132454314,98.86689758300781,2500,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,97.8507442918546,98.1120376586914,97.69589830894179,98.1120376586914,10200,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,98.74108528866743,99.1862564086914,98.74108528866743,99.1862564086914,2800,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,99.47659103579754,99.47659103579754,98.67334410544053,99.46691131591797,149300,0.0,0.0,0.0
