Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-01-03 00:00:00-05:00,67.25502915665666,67.25502915665666,66.9532137628491,66.96295166015625,2000,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,67.4594859088821,67.4594859088821,67.36212921142578,67.36212921142578,1000,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,66.94347737129348,66.94347737129348,66.82664489746094,66.82664489746094,38900,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,67.61524200439453,67.61524200439453,67.61524200439453,67.61524200439453,200,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,68.15072631835938,68.23834511540564,68.15072631835938,68.15072631835938,1300,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,68.05336556502753,68.05336556502753,68.03388977050781,68.03388977050781,1100,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,68.1896676536515,68.23834228515625,68.14098559430735,68.23834228515625,6700,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,68.69592148505102,69.0464114867371,68.335701014535,68.98799896240234,2500,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,68.68619566944204,68.97826573874119,68.68619566944204,68.91985321044922,3200,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,69.02694294985102,69.02694294985102,68.84196005279856,68.91011047363281,6600,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,69.35796689788111,69.35796689788111,68.89065178305698,68.92959594726562,11600,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,68.91985334024206,69.07562255859375,68.91011544289529,69.07562255859375,1200,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,68.8127531958964,69.13403693184027,68.8127531958964,69.0950927734375,1900,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,69.09509465418103,69.09509465418103,69.03668212890625,69.03668212890625,2200,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,68.95879134006063,69.28007507324219,68.95879134006063,69.28007507324219,4800,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,69.29954358178614,69.43584442138672,69.28980568528934,69.43584442138672,800,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,69.25087069422887,69.28981485753265,69.06589520333544,69.22166442871094,18800,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,69.17298294136813,69.20218920399212,69.06588835985424,69.11456298828125,5000,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,68.929584416483,68.929584416483,68.89064025878906,68.89064025878906,500,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,69.0172119140625,69.0172119140625,69.0172119140625,69.0172119140625,200,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,69.23139734992293,69.70845031738281,69.13404066258161,69.70845031738281,6700,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,69.54294401353131,69.58188817448782,69.52347564697266,69.52347564697266,20400,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,68.9490616504721,69.03668787351465,68.52068328857422,68.52068328857422,13800,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,68.10203834510419,68.10203834510419,67.92679333838487,68.01441955566406,2200,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,67.61525413149315,68.04363250732422,67.61525413149315,68.04363250732422,6800,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,67.97547912597656,67.97547912597656,67.97547912597656,67.97547912597656,100,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,68.22861074316333,68.22861074316333,68.07283409798202,68.11177825927734,2400,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,67.90732931406777,67.90732931406777,67.74182219376156,67.79049682617188,1700,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,67.70287631481479,67.99494638539106,67.70287631481479,67.92679595947266,5400,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,67.85863717569877,67.9657317500715,67.84890670736556,67.95600128173828,2300,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,67.44974144714936,67.49842350506015,67.41079728638857,67.48868560791016,1500,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,67.39132986032195,67.5470990776996,67.3718540657502,67.45948028564453,3800,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,67.23555321510503,67.45948028564453,67.22582274565842,67.45948028564453,500,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,67.05057229479445,67.18687313438336,66.982421875,66.982421875,3200,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,66.93374448955822,66.9824265475954,66.8266499041478,66.91427612304688,500,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,66.88505947299964,66.91427316323325,66.84612274169922,66.84612274169922,4000,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,66.31064884630588,66.40800552877819,66.30091094970703,66.30091094970703,20300,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,66.57351701223435,66.69034949559182,66.56378654283398,66.65140533447266,2700,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,66.6514003510139,66.6514003510139,66.48589324951172,66.48589324951172,1200,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,66.81690794052183,66.81690794052183,66.72928915479439,66.79743957519531,1700,0.0,0.0,0.0
2023-03-02 00:00:00-05:00,66.33985621944898,66.47615706276098,66.31064995700196,66.34959411621094,15300,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,66.48590226790243,67.41080201030783,66.31065724611787,66.76824188232422,12400,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,66.66113577647074,66.87532492475202,66.66113577647074,66.72928619384766,11400,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,66.39827296140177,66.39827296140177,65.96990203857422,65.96990203857422,2400,0.0,0.0,0.0
2023-03-08 00:00:00-05:00,66.00884710600899,66.0185775756836,65.9212208840614,66.0185775756836,4700,0.0,0.0,0.0
2023-03-09 00:00:00-05:00,66.28145115469393,66.28145115469393,66.22303119538572,66.27171325683594,1000,0.0,0.0,0.0
2023-03-10 00:00:00-05:00,66.78770540904829,67.10898916367171,66.72929288196735,66.75849914550781,2200,0.0,0.0,0.0
2023-03-13 00:00:00-04:00,67.64446164436595,67.75154880069888,67.61524795317794,67.67366790771484,1500,0.0,0.0,0.0
2023-03-14 00:00:00-04:00,67.4692174084563,67.58604246318869,67.4692174084563,67.56657409667969,1000,0.0,0.0,0.0
