Date,oracle_objective_with_fee
2023-01-04 05:00:00,0.02708888265759735
2023-01-05 05:00:00,-0.0030479791321725846
2023-01-06 05:00:00,0.023295205243991653
2023-01-09 05:00:00,0.011625112418382377
2023-01-10 05:00:00,0.0061815628393888655
2023-01-11 05:00:00,0.017328398199787376
2023-01-12 05:00:00,0.017627395513309947
2023-01-13 05:00:00,0.005812049493186144
2023-01-17 05:00:00,0.00941058218135038
2023-01-18 05:00:00,0.00392605951487735
2023-01-19 05:00:00,0.0041256412086496715
2023-01-20 05:00:00,0.021056627509573385
2023-01-23 05:00:00,0.022765522610744826
2023-01-24 05:00:00,0.0003352304419421744
2023-01-25 05:00:00,0.011460889292717935
2023-01-26 05:00:00,0.009971442269213876
2023-01-27 05:00:00,0.004187216639025992
2023-01-30 05:00:00,-0.008698061119804196
2023-01-31 05:00:00,0.011177938440475993
2023-02-01 05:00:00,0.017536329714596295
2023-02-02 05:00:00,0.027306789834379952
2023-02-03 05:00:00,-0.008324212765305927
2023-02-06 05:00:00,-0.0030351802716281854
2023-02-07 05:00:00,0.019003303308408936
2023-02-08 05:00:00,0.002072091668217313
2023-02-09 05:00:00,-0.001295824057007339
2023-02-10 05:00:00,0.008172626844166647
2023-02-13 05:00:00,0.011310040956141748
2023-02-14 05:00:00,0.004271267964262027
2023-02-15 05:00:00,0.00467156037303651
2023-02-16 05:00:00,-0.005750704487319286
2023-02-17 05:00:00,-0.0034589997870950687
2023-02-21 05:00:00,-0.00474214914848003
2023-02-22 05:00:00,-0.0033215685862746317
2023-02-23 05:00:00,0.01058128152540872
2023-02-24 05:00:00,-0.00936839205342776
2023-02-27 05:00:00,0.005877098918909201
2023-02-28 05:00:00,-0.0030451029983007364
2023-03-01 05:00:00,0.01725583247670026
2023-03-02 05:00:00,0.006322880641739253
2023-03-03 05:00:00,0.021502705617847395
2023-03-06 05:00:00,0.004781121432796631
2023-03-07 05:00:00,-0.0073423796265633615
2023-03-08 05:00:00,0.005683364404101448
2023-03-09 05:00:00,-0.0004879044507098973
2023-03-10 05:00:00,0.0056544613034692544
2023-03-13 04:00:00,0.007951806721184118
2023-03-14 04:00:00,0.01707532750148167
2023-03-15 04:00:00,0.003970632307489957
2023-03-16 04:00:00,0.02205218841285706
2023-03-17 04:00:00,0.0002703381526183487
2023-03-20 04:00:00,0.0096297145907347
2023-03-21 04:00:00,0.015095900676096008
2023-03-22 04:00:00,0.0036149927781910004
2023-03-23 04:00:00,0.010265196381090474
2023-03-24 04:00:00,0.0026103068230374227
2023-03-27 04:00:00,0.01272833851603839
2023-03-28 04:00:00,0.008300532162300872
2023-03-29 04:00:00,0.014950242489060855
2023-03-30 04:00:00,0.011619423312521748
2023-03-31 04:00:00,0.01430662958076101
2023-04-03 04:00:00,0.010427916972589829
2023-04-04 04:00:00,-0.0012432550009303656
2023-04-05 04:00:00,0.0037344952890450145
2023-04-06 04:00:00,-0.0003331974167346489
2023-04-10 04:00:00,-0.0005364811884008835
2023-04-11 04:00:00,8.668160498937448e-05
2023-04-12 04:00:00,0.0018350710460497462
2023-04-13 04:00:00,0.012603034015245434
2023-04-14 04:00:00,-0.004772600926858489
2023-04-17 04:00:00,-0.0017200614847339094
2023-04-18 04:00:00,-0.0005270976101381334
2023-04-19 04:00:00,-0.0031297484410871546
2023-04-20 04:00:00,0.0
2023-04-21 04:00:00,0.005050340613381055
