Month,MonthlyReturn,CumulativeReturn
2024-01,0.019124954353636925,0.019124954353636925
2024-02,0.04704577408782318,0.06707047672342115
2024-03,0.01259577461867023,0.08051105595046626
2024-04,-0.04110408852106073,0.03609763385869358
2024-05,0.049559648423343594,0.08744626832498859
2024-06,0.029026614397082984,0.11901115183320488
2024-07,0.006879842771494005,0.12670977261736582
2024-08,0.022207328008887695,0.15173098610869884
2024-09,0.01820287339125959,0.1726957994296261
2024-10,-0.017131592293003983,0.15260565311007945
2024-11,0.03583366162839896,0.19390773407460582
2024-12,-0.02079584524656486,0.16907941359811351
