Month,PortfolioWeights,GrossMonthlyReturn,TransactionCost,NetMonthlyReturn,CumulativeReturn
2019-08,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.00890593262305539,0.006,-0.01490593262305539,-0.0006437357672616217
2019-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.01587779774962783,0.006,0.009877797749627831,0.009227703290652922
2019-10,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.022857348403542588,0.006,0.01685734840354259,0.026240606303530534
2019-11,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.054017852282954415,0.006,0.04801785228295442,0.07551847614378304
2019-12,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.043699142025863225,0.0,0.043699142025863225,0.12251771078423013
2020-01,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.026640592953963593,0.006,-0.03264059295396359,0.08587806710290713
2020-02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",-0.06536170136328323,0.006,-0.07136170136328324,0.008387960761370161
2020-03,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.0022144069554907997,0.006,-0.0082144069554908,0.00010465168265882951
2020-04,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",-0.02786606488678911,0.006,-0.03386606488678911,-0.03376495734480567
2020-05,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07952804743948527,0.006,0.07352804743948527,0.037280418709238594
2020-06,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03854234876846663,0.006,0.03254234876846663,0.07103595986557565
2020-07,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.05833263215967932,0.006,0.05233263215967932,0.1270860907830098
2020-08,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.030059236935604527,0.006,0.02405923693560453,0.15420292208798259
2020-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",-0.032972338888296204,0.006,-0.0389723388882962,0.10922093466250793
2020-10,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.017460535015146217,0.006,-0.023460535015146215,0.0831980180853249
2020-11,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.09162165068650818,0.006,0.08562165068650818,0.17594322041414445
2020-12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.0008767702803471611,0.006,-0.005123229719652839,0.1699185931586944
2021-01,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.005231497732622548,0.006,-0.011231497732622548,0.15677865513227962
2021-02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.015077157242137318,0.006,-0.021077157242137316,0.13239704952370834
2021-03,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.025833920861544346,0.006,0.019833920861544348,0.15485692298780784
2021-04,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.05091743609519073,0.006,0.04491743609519073,0.20673013502520132
2021-05,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",-0.00756885700526988,0.006,-0.01356885700526988,0.19035618637909435
2021-06,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.022752798452368994,0.006,0.016752798452368996,0.21029798365603392
2021-07,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.024950974755292066,0.0,0.024950974755292066,0.24049609809261652
2021-08,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.028927810412126664,0.006,0.022927810412126666,0.2689379574466668
2021-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",-0.043967203544143185,0.0,-0.043967203544143185,0.21314630398671985
2021-10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.06756277547311407,0.0,0.06756277547311407,0.2951098353390127
2021-11,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.03628285734526471,0.006,-0.042282857345264706,0.24034889092492384
2021-12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.003549031333568209,0.006,-0.009549031333568209,0.22850476050092516
2022-01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.019884133409555194,0.0,-0.019884133409555194,0.2040770079488512
2022-02,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",-0.02295005304378228,0.006,-0.02895005304378228,0.16921891469993322
2022-03,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.02414901027026295,0.006,-0.030149010270262948,0.1339681216324593
2022-04,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.037838183649438584,0.006,-0.04383818364943858,0.08425701886372661
2022-05,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.006178654944823059,0.006,0.00017865494482305865,0.0844507267416057
2022-06,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.08523376982767583,0.006,-0.09123376982767584,-0.014487801251393706
2022-07,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.00228835385656756,0.006,-0.00828835385656756,-0.022656075084586114
2022-08,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.04102939936554395,0.006,-0.04702939936554395,-0.06861997284692134
2022-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.041042317716794896,0.006,-0.047042317716794894,-0.11243424799933355
2022-10,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.021018401460853653,0.006,0.015018401460853653,-0.0991044292128831
2022-11,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.05511299980532258,0.006,0.049112999805322584,-0.0548587452201994
2022-12,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.013631592723742592,0.006,-0.01963159272374259,-0.07341337340044352
2023-01,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.09089055349714359,0.006,0.08489055349714358,0.005245078194644037
2023-02,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.042168774328062875,0.006,-0.04816877432806287,-0.043176345121309745
2023-03,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.03860019032364881,0.006,0.03260019032364881,-0.011983711866095148
2023-04,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02977057895061197,0.006,0.02377057895061197,0.011502007315482343
2023-05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",-0.0625229911356655,0.006,-0.06852299113566551,-0.05780913576550428
2023-06,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.06186722892214891,0.006,0.05586722892214891,-0.005171543064958373
2023-07,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.026499812628050234,0.006,0.020499812628050236,0.01522225389926235
2023-08,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.027366272784393963,0.0,-0.027366272784393963,-0.01256059523773212
2023-09,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.02621271220981347,0.0,-0.02621271220981347,-0.038444060179394945
2023-10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",-0.016518456688229377,0.006,-0.022518456688229375,-0.060096815963554984
2023-11,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.09208258420995952,0.006,0.08608258420995951,0.020812479025471342
2023-12,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03644986826739838,0.006,0.03044986826739838,0.051896084537513376
2024-01,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02611788114674618,0.006,0.020117881146746182,0.07305800494496673
2024-02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.014556655381176009,0.006,-0.020556655381176007,0.05099952133330077
2024-03,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.027719911672429376,0.006,0.021719911672429378,0.07382713810442554
2024-04,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0013181948848035585,0.0,-0.0013181948848035585,0.07241162466381312
2024-05,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.05103167906615491,0.006,0.04503167906615491,0.12070412077248771
2024-06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",-0.0010768298708908608,0.006,-0.007076829870890861,0.11277308837417443
2024-07,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.01298482198798867,0.006,0.0069848219879886705,0.1205456103094924
2024-08,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.0249418630592122,0.0,0.0249418630592122,0.14849410547343322
2024-09,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05970158883081278,0.006,0.05370158883081278,0.21017006370017954
2024-10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",-0.025088739546422878,0.006,-0.031088739546422876,0.1725474017829267
2024-11,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0024298568351825978,0.006,-0.008429856835182598,0.1626629950534313
2024-12,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",-0.002041928963203321,0.006,-0.008041928963203321,0.1533129418390664
