Month,PortfolioWeights,MonthlyReturn,CumulativeReturn
2024-01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.013770713124965805,0.013770713124965805
2024-02,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.05368370219012841,0.0681936781774406
2024-03,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.033001679959397734,0.10344586407930434
2024-04,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.016528783085460352,0.12168448141321964
2024-05,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.026520610641942,0.15143223880788836
2024-06,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.030974838994278775,0.18709766701778463
2024-07,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.019759947476339468,0.21055465456734113
2024-08,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.015754950076596108,0.22962688271504073
2024-09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.008360932582600178,0.23990771018317392
2024-10,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",-0.0069886394462592705,0.23124244225006674
2024-11,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",0.06777629705177013,0.3146914957587541
2024-12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.017691226555573092,0.33795000086090754
